Document ID,comment_text,sample_type,gold_topics,gold_stance,emerging_notes
MARAD-2019-0093-8407,"I am writing as a physician and public health professional. I urge you to reject the license for the Texas GulfLink oil export terminal. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure and - of great concern to me - would pollute Gulf communities already experiencing devastating climate disasters without benefiting local residents. The proposed GulfLink terminal would move one million barrels of oil per day and create more than 3.5 billion tons of climate pollution in its lifetime, leading to more fracking, drilling, and climate pollution — the exact wrong direction for your health and the environment. We need to be putting the brakes on fossil fuel development NOW, not decades from now. Fossil fuel pollution is the primary driver of the climate crisis, leading to devastating consequences such as fires, floods, hurricanes, extreme weather, species extinction, and more. These climate disasters are already hitting communities along the Gulf of Mexico, where fossil fuel expansion is disproportionately and deliberately concentrated. Furthermore, these fossil fuel projects and their related industries such as plastics are severely compromising the health of these communities. We need to be putting people and planet over the profit needs of corporations. Thank you.",rare_oversample,climate_emissions,oppose,"public_health, flood_risk"
MARAD-2019-0093-0184,"Tank farms are Dangerous to be built in residential areas. Fires, gasses, off setting water table that produces flooding of homes, contamination of water table waters, excessive lighting at night, destruction of natural land & wildlife preserve, & noise pollution are just a few issues associated with tank farms. Not to mention we are an historical site of SF Austin & the Republic of Texas. The site is perilously close to residents & our one school! The residents of Jones Creek moved here for the rural beauty. This DOES NOT include multiple massive tanks & their risks. Greed is at the bottom and this problem, & Jones Creek residents should not have to suffer because of it. Especially when there is already a viable, less expensive place to build present !",rare_oversample,marine_wildlife,oppose,"water_quality, flood_risk, visual_impacts, noise, property_rights"
MARAD-2019-0093-2396,"The only way to deal with the climate crisis is to stop investing in fossil fuel infrastructure and replace it with renewable energy sources. That is why I am writing to express opposition to Texas GulfLink LLC's application for a Deepwater Port License from the Maritime Administration and raise concerns with significant inadequacies in the project's environmental review (DEIS). First and foremost, I am concerned that construction and operation of the export facility would only benefit the oil and gas industry while placing massive burdens on local communities, the Gulf of Mexico's coastal and marine ecosystems, and the global climate. This project therefore is not in the ""national interest."" I am deeply concerned about potentially catastrophic impacts of a major oil spill in the Gulf of Mexico. It has been ten years since the Deepwater Horizon disaster that decimated our Gulf Coast. Ourur marine ecosystems and coastal communities are still struggling to recover and can't afford another disaster. The DEIS does not adequately analyze oil spill risks, especially potential impacts on the endangered Black Rail and critically endangered Kemp's Ridley Sea Turtle. Impacts from air pollution emissions associated with this project are also of deep concern. Local residents cannot afford the additional pollution burdens, as the region is already classified as nonattainment for EPA's health-based air quality standards for ozone, and NOx emissions would also exceed the threshold for concern. I am alarmed that the EIS does not consider the very real and foreseeable direct and indirect impacts of the project's greenhouse gas emissions on climate change. 2020 was a record storm season for the Gulf, battering many communities with flooding from storm surges. It is widely understood that crude exports are driving the rapid increase of oil and gas drilling in the Permian Basin - oil that could otherwise be left in the ground. MARAD must analyze the full lifecycle climate impacts of oi",rare_oversample,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|wetlands_coast|national_interest,oppose,"public_health, environmental_review, flood_risk"
MARAD-2019-0093-7976,"To Whom It Concerns: The proposed GulfLink terminal would move one million barrels of oil per day and create more than 3.5 billion tons of climate pollution in its lifetime, leading to more fracking, drilling, and climate pollution — the exact wrong direction for your health and the environment. Fossil fuel pollution is the primary driver of the climate crisis, leading to devastating consequences such as fires, floods, hurricanes, extreme weather, species extinction, and more.I urge you to reject the license for the Texas GulfLink oil export terminal. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure and pollute Gulf communities already experiencing devastating climate disasters without benefiting local residents. Please deny this now. Thank you.",rare_oversample,climate_emissions,oppose,"public_health, flood_risk"
MARAD-2019-0093-8821,"I am standing against the Texas GulfLink project! The GulfLink project threatens our environment and many communities. Positioned in a flood-prone area and relying on outdated fossil fuel infrastructure, the project threatens to exacerbate climate change, increase air and water pollution, and jeopardize the health and safety of Gulf Coast communities. By further entrenching fossil fuel dependence, GulfLink directly undermines national and global efforts to transition to cleaner energy sources. Additionally, the project perpetuates environmental racism, targeting low-income and minority communities already burdened by pollution and climate disasters. Approving GulfLink would lock in decades of harmful emissions, increase the risk of catastrophic oil spills, and threaten critical wildlife habitats, all while global demand for oil is projected to decline. This project is not in the national interest and should be rejected in favor of sustainable energy alternatives that prioritize the well-being of people and the planet.",rare_oversample,oil_spill_risk|climate_emissions|air_quality|environmental_justice|marine_wildlife|national_interest,oppose,"public_health, flood_risk"
MARAD-2019-0093-7594,"The proposed GulfLink terminal would move one million barrels of oil per day and create more than 3.5 billion tons of climate pollution in its lifetime, leading to more fracking, drilling, and climate pollution — the exact wrong direction for your health and the environment. Fossil fuel pollution is the primary driver of the climate crisis, leading to devastating consequences such as fires, floods, hurricanes, extreme weather, species extinction, and more.",rare_oversample,climate_emissions,oppose,public_health
MARAD-2019-0093-7636,"Please do not allow the Gulflink terminal to be built. The proposed GulfLink terminal would move one million barrels of oil per day and create more than 3.5 billion tons of climate pollution in its lifetime, leading to more fracking, drilling, and climate pollution — the exact wrong direction for our health and the environment. Haven't we done enough damage already? What kind of world are we leaving to our children? Fossil fuel pollution is the primary driver of the climate crisis, leading to devastating consequences such as fires, floods, hurricanes, extreme weather, species extinction, and more. No one wants to acknowledge the very likely extinction of Homo sapiens if we continue down this nonsensical path. These climate disasters are already hitting communities, like Houston, Galveston, Lake Charles, Biloxi & New Orleans, along the Gulf of Mexico, where fossil fuel expansion is disproportionately and deliberately concentrated. It’s critical that we speak out against this disastrous proposal. Enough is enough! It is time to take responsibility for future generations.",rare_oversample,climate_emissions,oppose,"public_health, flood_risk"
MARAD-2019-0093-2526,"I am writing to express opposition to Texas GulfLink LLC's application for a Deepwater Port License from the Maritime Administration and raise concerns with significant inadequacies in the project's environmental Bi m (DEIS). First and foremost, I am concerned that construction and operation of the export facility would only benefit the oil and gas industry while placing massive burdens on local communities, the Gulf of Mexico's coastal and marine ecosystems, and the global climate. This project therefore is not in the ""national interest."" I am deeply concerned about potentially catastrophic impacts of a major oil spill in the Gulf of Mexico. It has been ten years since the Deepwater Horizon disaster that decimated our Gulf Coast. Ourur marine ecosystems and coastal communities are still struggling to recover and can't afford another disaster. The DEIS does not adequately analyze oil spill risks, especially potential impacts on the endangered Black Rail and critically endangered Kemp's Ridley Sea Turtle. Impacts from air pollution emissions associated with this project are also of deep concern. Local residents cannot afford the additional pollution burdens, as the region is already classified as nonattainment for EPA's health-based air quality standards for ozone, and NOx emissions would also exceed the threshold for concern. I am alarmed that the EIS does not consider the very real and foreseeable direct and indirect impacts of the project's greenhouse gas emissions on climate change. 2020 was a record storm season for the Gulf, battering many communities with flooding from storm surges. It is widely understood that crude exports are driving the rapid increase of oil and gas drilling in the Permian Basin - oil that could otherwise be left in the ground. MARAD must analyze the full lifecycle climate impacts of oil drilling, transportation, refining, and consumption that would result from this project. Finally, I am concerned that the EIS does not consider environmen",rare_oversample,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|wetlands_coast|national_interest,oppose,"public_health, environmental_review, flood_risk"
MARAD-2019-0093-8996,The golf Link project will do more harm to the communities that surround it than any good that would come from making money off of the oil. Please do not allow economic gain to take priority over human life. Kane,random,NONE,oppose,local_economy
MARAD-2019-0093-7891,The negative impact of the proposed action is serious. Our environment needs better protection ! Do NOT go forward with this plan.,random,NONE,oppose,
MARAD-2019-0093-3061,"The undersigned groups (“Commenters”) submit the following comments to the Maritime Administration (“MARAD”) and the U.S. Coast Guard (“USCG”) on the Supplemental Draft Environmental Impact Statement (“SDEIS”) for Texas GulfLink LLC’s license application for its Deepwater Port Project, Docket Id: MARAD-2019-0093 (“GulfLink” or the “Project”). Please see attached comment letter and exhibits for additional details.",random,ATTACH_ONLY,unclear,"environmental_review, NEPA_process"
MARAD-2019-0093-5267,"I am writing in opposition to the Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters. Agencies and local leaders must work together to find meaningful jobs for local residents so they do not depend on the fossil fuel industry for their livelihoods. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. People deserve good, clean jobs, not more harmful pollution. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, it will cause an incredible 3.8 billion metric tons of greenhouse gas emissions. This will push th",random,climate_emissions|air_quality|environmental_justice,oppose,"public_health, environmental_review, NEPA_process"
MARAD-2019-0093-8346,"Please do not execute the Texas Gulflink project. As a species we have a responsibility to protect our own planet, so that future generations may have access to nature, wildlife, arable soil, and good living conditions. There is no price that is worth jeopardizing the future. We have access to newer energy resources that are safer and pollute less, it is wise to embrace a new energy paradigm that doesn't pollute for its entire lifecycle.",random,climate_emissions|marine_wildlife,oppose,
MARAD-2019-0093-6803,"Greetings! I am a young person who cares about protecting our environment. I am writing to voice my opposition to the Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, it will cause an incredible 3.8 billion metric tons of greenhouse gas emissions. This will push the world closer to climate catastrophe at a time when it is clear we need to phase out fossil fuels to av",random,climate_emissions|air_quality|environmental_justice|wetlands_coast|national_interest,oppose,"public_health, environmental_review, NEPA_process"
MARAD-2019-0093-1825,"We express opposition to Texas GulfLink LLC's application for a Deepwater Port License from the Maritime Administration, and raise concerns with significant inadequacies in the project's environmental review (DEIS). First and foremost, we are concerned that construction and operation of the export facility would only benefit oil and gas industry interests while placing massive burdens on local communities, the Gulf of Mexico's coastal and marine ecosystems, and the global climate. This project therefore is not in the ""national interest."" We're greatly concerned about potentially catastrophic impacts of a major oil spill in the Gulf of Mexico. It has been ten years since the Deepwater Horizon disaster that decimated our Gulf Coast - our marine ecosystems and coastal communities are still struggling to recover and can't afford another disaster. The DEIS does not adequately analyze oil spill risks, especially potential impacts on the endangered Black Rail and critically endangered Kemp's Ridley Sea Turtle. Impacts from air pollution emissions associated with this project are also of deep concern. Local residents cannot afford the additional pollution burdens, as the region is already classified as nonattainment for EPA's health-based air quality standards for ozone, and NOx emissions would also exceed the threshold for concern. We're alarmed that the EIS does not consider the very real and foreseeable direct and indirect impacts of the project's greenhouse gas emissions on climate change. 2020 was a record storm season for the Gulf, battering many communities with flooding from storm surges. It is widely understood that crude exports are driving the rapid increase of oil and gas drilling in the Permian Basin - oil that could otherwise be left in the ground. MARAD must analyze the full lifecycle climate impacts of oil drilling, transportation, refining, and consumption that would result from this project. Finally, we are concerned that the EIS does not consider environm",random,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|wetlands_coast|national_interest,oppose,"public_health, environmental_review, flood_risk"
MARAD-2019-0093-8342,"I urge you to reject the license for the Texas GulfLink oil export terminal, which would move 1 million barrels of oil per day and lead to over 3 billion tons of climate pollution in its lifetime. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure and pollute Gulf communities already experiencing devastating climate disasters without benefiting local residents.",random,climate_emissions,oppose,
MARAD-2019-0093-8910,STOP THE DEEPWATER PROJECT,random,NONE,oppose,
MARAD-2019-0093-7998,REJECTTEXAS GULFLINK LICENSE,random,NONE,oppose,
MARAD-2019-0093-6093,"We can never slow global warming if we keep encouraging the use of fossil fuels. Therefore, I am writing to voice my opposition to the Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, it will cause an incredible 3.8 billion metric tons of greenhouse gas emissions. This will push the world closer to climate catastrophe at a time when it is clear we need to phase out f",random,climate_emissions|air_quality|environmental_justice|wetlands_coast|national_interest,oppose,"public_health, environmental_review, NEPA_process"
MARAD-2019-0093-8796,"The Texas GulfLink project poses serious environmental, social, and economic risks that far outweigh any potential benefits. Positioned in a flood-prone area and relying on outdated fossil fuel infrastructure, the project threatens to exacerbate climate change, increase air and water pollution, and jeopardize the health and safety of Gulf Coast communities. This project must be stopped.",random,climate_emissions|air_quality,oppose,"public_health, flood_risk"
MARAD-2019-0093-8682,"From record breaking high temperatures of last summer in my part of Texas to the ongoing earthquakes generated from continual oil fracking, we cannot continue abusing our earth. We are putting our lives at danger and must learn to cooperate with our earth and the ongoing weather crisis. If we are to leave a habitable world behind for future generations, we must change now.",random,climate_emissions,oppose,
MARAD-2019-0093-5875,"Republicans claim that they want more and more drilling, fracking, mining, yet American lands are being ravaged and polluted so greedy corporations can export to other countries. The greed is obscene. I am writing to voice my opposition to the Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s (“DWPA”) national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, it will cause an incredible 3.8 billion metric tons of greenhouse gas emissi",random,climate_emissions|air_quality|environmental_justice|wetlands_coast|national_interest,oppose,"public_health, environmental_review, NEPA_process"
MARAD-2019-0093-8530,"Permitting more fossil fuel export projects is the wrong direction for America and makes a mockery of President Biden's claims to be a climate leader. GulfLink will leak, and there will be an oil spll - all offshore oil terminals ever built have leaked and spilled. The crude would be transported via a new 42-inch offshore pipeline to one of two floating mooring buoys in the Gulf of Mexico about 26.6 miles offshore from Freeport in Brazoria County. Tanks leak, too, and are likely areas of additional contamination sources. Texas GulfLink requires an above-ground storage tank farm to hold 8.5 million barrels of oil near Jones Creek, in a known flood zone. All of this threatens to destroy coastal wetlands, ecosystems, endangered species and aquatic wildlife. The International Energy Agency and UN Scientists have been painfully clear — to achieve the goals President Biden and the world have committed to of limiting global warming to 1.5-2 degrees Centigrade, we must stop building all NEW fossil fuel infrastructure now, today.",random,oil_spill_risk|climate_emissions|marine_wildlife|wetlands_coast,oppose,"flood_risk, NEPA_process"
MARAD-2019-0093-7913,I respectfully request that you reject the license for the Texas GulfLink oil export terminal. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure and pollute Gulf communities already experiencing devastating climate disasters without benefiting local residents. Thank you for considering my comment.,random,climate_emissions,oppose,
MARAD-2019-0093-10629,"When all the trees and animals are dead and all the air, land and water are polluted you will then realize you and your progeny can’t eat money….. Water is our liquid gold. Protect it!!!!!",random,air_quality|marine_wildlife,unclear,water_quality
MARAD-2019-0093-8521,"Dear Coast Guard Staff, and MARAD: The proposal by Sentinel Midstream to build the Texas GulfLink project and pump/ship 1 million barrels of crude oil per day must be rejected. There are many reasons to reject the plan: The International Energy Agency and UN Scientists have been painfully clear — to achieve the goals President Biden and the world have committed of limiting global warming to 1.5-2 degrees Centigrade, we must stop building all NEW fossil fuel infrastructure now, today. Permitting more fossil fuel export projects is a direct violation of our international climate agreements and goals under the Paris Climate Agreement, and makes a mockery of President Biden's claims to be a climate leader. Texas GulfLink requires an above-ground storage tank farm to hold 8.5 million barrels of oil near Jones Creek, in a known flood zone. GulfLink is proposed just seven miles from Sea Port Oil Terminal, another massive oil export project. SPOT is already projected to emit the equivalent of 90 coal-fired power plants' worth of global warming pollution. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. Approving this project will push the world further into climate catastrophe at a time when we desperately need to phase out fossil fuels to avoid even more devastating climate disasters. Hurricanes – like Hurricane Beryl – have already drastically increased along the Gulf Coast of Texas, where the project is currently proposed, and increased warming from more fossil fuel pollution will only make these climate disasters deadlier and more destructive. Most future Americans (and all other citizens of the world who don't work for oil companies) will be thankful to you, that this project was disapproved!",random,climate_emissions,oppose,"flood_risk, NEPA_process"
MARAD-2019-0093-8559,"I suggest that you to reject the license for the Texas GulfLink oil export terminal. Given the environmental disasters from a previous oil spills in this area, there is a high burden to prevent additional disasters and I do not believe that has been demonstrated in this case.",random,oil_spill_risk,oppose,
MARAD-2019-0093-0555,"I oppose Texas GulfLink LLC's application for a Deepwater Port License from the Maritime Administration. I have strong concerns about significant inadequacies in the project's environmental review (DEIS). First and foremost, I am concerned that construction and operation of the export facility would only benefit oil and gas industry interests while placing massive burdens on local communities, the Gulf of Mexico's coastal and marine ecosystems, and the global climate. This project therefore is not in the ""national interest."" I am also deeply concerned about potentially catastrophic impacts of a major oil spill in the Gulf of Mexico. It has been ten years since the Deepwater Horizon disaster that decimated the Gulf Coast. The area's marine ecosystems and coastal communities are still struggling to recover and can't afford another disaster. The DEIS does not adequately analyze oil spill risks, especially potential impacts on the endangered Black Rail and critically endangered Kemp's Ridley Sea Turtle. Impacts from air pollution emissions associated with this project are also of deep concern. Local residents cannot afford the additional pollution burdens. The region is already classified as nonattainment for EPA's health-based air quality standards for ozone, and NOx emissions would also exceed the threshold for concern. I am alarmed that the EIS does not consider the very real and foreseeable direct and indirect impacts of the project's greenhouse gas emissions on climate change. 2020 was a record storm season for the Gulf, battering many communities with flooding from storm surges. It is widely understood that crude exports are driving the rapid increase of oil and gas drilling in the Permian Basin - oil that could otherwise be left in the ground. MARAD must analyze the full lifecycle climate impacts of oil drilling, transportation, refining, and consumption that would result from this project. Finally, I am concerned that the EIS does not consider environmental just",random,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|wetlands_coast|national_interest,oppose,"public_health, environmental_review, flood_risk"
MARAD-2019-0093-8378,"I want to voice my opposition to the Texas GulfLink oil export terminal. The final environmental impact statement released by MARAD fails to provide critical information and analyses necessary to complete the required NEPA review and the Deepwater Water Port Act’s national interest and financial assurance determinations. MARAD cannot validly approve a license for the GulfLink project. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure, and pollute Gulf communities already experiencing devastating climate disasters, without benefit to local residents. GulfLink is one of four proposed oil export terminal projects in different permitting stages. There are also close to 20 methane gas LNG export terminals in various stages of development, and many new petrochemical plants proposed in the coastal area. These projects are sited in low-income communities, communities of color, and on Indigenous lands due to decades of economic disenfranchisement and systemic racism. These same communities are also the hardest hit by the climate crisis, which is caused by the emissions from fossil fuel production and use. Communities where the proposed oil and gas export expansion is concentrated suffer from increased rates of asthma, respiratory illness, and cancer. This is the direct result of decades of federal authorizations to construct and operate fossil fuel and other industrial facilities in and along the Gulf of Mexico. Adding thirty more years of polluting oil and gas infrastructure flouts the Administration’s commitments to reverse this toxic legacy. If GulfLink is licensed and then operates at full capacity for its expected 30-year lifespan, it will cause an incredible 3.8 billion metric tons of greenhouse gas emissions. This will push the world closer to climate catastrophe at a time when it is clear we need to phase out fossil fuels to avoid even more tragic climate disasters like fires, hurricanes, and heat waves. The Interna",random,climate_emissions|air_quality|environmental_justice|wetlands_coast|national_interest,oppose,"public_health, flood_risk, environmental_review, NEPA_process"
MARAD-2019-0093-3668,"This LNG export terminal will be a net negative for local residents, all Americans, and the people of the world. — Local — According to a variety of sources including the NRDC, the League of Conservation Voters, and Oxfam America, the local environmental pollution from LNG export terminals is substantial. These terminals frequently have to release toxic substances when pressures anywhere in the system rise above safe levels. Furthermore, as much as 15% of the natural gas is burned simply to power the supercooling process, which creates considerable particulate and NOx emissions in the surrounding areas, as do the vessels carrying this cargo out of the port. — The United States — All Americans are harmed by high energy prices. The last thing we should be doing is shipping LNG abroad. We need to keep our natural gas at home while we build out renewables to further secure our energy stability. Furthermore, most of the new natural gas becoming available for export is gathered by hydraulic fracking, which causes severe and extensively documented environmental problems for nearby people; by increasing the price of natural gas via export, we will encourage more of this destructive practice. This terminal will enrich the few at the expense of the many. — The people of the world — Natural gas *was* a bridge fuel, but its time is over. Renewables are affordable. Now, we must transition to zero-carbon energy as fast as possible. Every cubic liter of gas burned may bring temporary economic rewards, but it will also permanently harm us and our descendants, for literally thousands of years after this point. Climate change is not an economic issue, it is a moral issue. We in America stand on the precipice of a terrible sin, of doing tremendous harm to people around the world and into the far future. Their distance from us in space and time does nothing to absolve our responsibility to do the right thing. Please, stop this dangerous, wasteful, and foolish project before it’s too la",random,climate_emissions|air_quality|national_interest,oppose,public_health
MARAD-2019-0093-7600,I urge you to reject the license for the Texas GulfLink oil export terminal. Approving the GulfLink project now would lock in decades of fossil fuel dependence and infrastructure and pollute Gulf communities already experiencing devastating climate disasters without benefiting local residents. Delores Stachura,random,climate_emissions,oppose,
MARAD-2019-0093-8653,"Now is not the time to be building new fossil fuel infrastructure. The impacts of climate change are tragically obvious at this point. We urgently need to be moving in a different direction as fast as possible, away from projects like this. Thank you for your consideration.",random,climate_emissions,oppose,
MARAD-2019-0093-10667,"The proposed oil export terminal will to transport and export a significant volume of oil – about 1 million barrels per day – which will inevitably increase fossil fuel pollution. Pollution from burning (and extracting) fossil fuels is the primary driver of the climate crisis, leading to devastating consequences such as fires, floods, hurricanes, species extinction, disease spread in nature, and more. These climate disasters are already hitting communities in the Gulf, where fossil fuel expansion is being disproportionately concentrated. Please do not grant Permits for Construction and Operation of GulfLink. Let any fossil fuels produced in our country be used in our country, not exported.",random,climate_emissions|national_interest,oppose,flood_risk
MARAD-2019-0093-1048,"I STRONGLY, STRONGLY OPPOSE the Texas GulfLink LLC application for a Deepwater Port License from the Maritime Administration, and raise concerns with significant inadequacies in the project's environmental review (DEIS). HAVEN'T YOU HEARD ABOUT THE CLIMATE CRISIS??? It is EXTREMELY SERIOUS. It REQUIRES STRONG, IMMEDIATE ACTIONS to SHARPLY REDUCE FOSSIL FUEL usage. This Texas GulfLink project would VERY SERIOUSLY HURT THE ENVIRONMENT AND THE CLIMATE OF PLANET EARTH!!! It would SERIOUSLY HURT MARINE ECOSYSTEMS too. It is ABSOLUTELY NOT in the ""national interest."" YOU MUST STOP THIS TO PREVENT ANOTHER HORRIBLE OIL SPILL in the Gulf of Mexico, such as the Deepwater Horizon disaster a decade ago. THAT OIL SPILL HURT THE GULF COAST REGION -- and its ecosystems and its people and its econmy -- VERY SERIOUSLY. This proposed project's DEIS does NOT adequately analyze oil spill risks, especially potential impacts on the endangered Black Rail and critically endangered Kemp's Ridley Sea Turtle. Impacts from air pollution emissions associated with this project are also of deep concern. Local residents cannot afford the additional pollution burdens, as the region is already classified as nonattainment for EPA's health-based air quality standards for ozone, and NOx emissions would also exceed the threshold for concern. SHAME ON YOU FOR WHAT APPEARS TO BE VERY OBVIOUS CORRUPTION -- and VERY OBVIOUS CONTEMPT FOR TRUTH AND FOR HONEST SCIENCE!!! I implore the decent employees who remain at your agency to do everything you possibly can to protect honest science and to protect the environment and climate!!! PRESIDENT BIDEN AND ALL FEDERAL AGENCIES MUST REVERSE ALL OF TRUMP'S EXTREMELY STUPID AND CORRUPT DECISIONS!!!",random,oil_spill_risk|climate_emissions|air_quality|marine_wildlife|national_interest,oppose,"public_health, environmental_review"
MARAD-2019-0093-3063,I'm for this project. My family has lived in this area before Texas was a state. The project will benefit the people here greatly. It will also help people world wide that can have access to crude oil.,random,national_interest,support,
MARAD-2019-0093-2278,"I am in favor of this project based on the positive impacts it would have on the economy and tax revenues. Decreases in income, sales and property taxes by households and businesses is not the direction this country needs right now.",random,national_interest,support,
MARAD-2019-0093-3085,"Exports of strategic materials and projects like these are contrary to the National Security of our country and World At Large. Vlcc terminals will do nothing to help lower energy costs for American families or manufacturers, on the contrary these exports will raise Energy prices domestically and simultaneously they release emissions that are going to make climate change worse and raise the sea levels. This project should be denied and the accumulative effects from all of these export projects should be studied together before any of them are green lighted. The money gained from exporting these strategic materials will not be enough to even begin to approach to cover the cost to undo the negative effects on not only the United United States, but the world, all its people and critical natural environments now and in the future.",random,climate_emissions|national_interest,oppose,environmental_review
MARAD-2019-0093-8650,Facilitating further oil infrastructure development is not in th US's or world's interest. Climate change is real.,random,climate_emissions|national_interest,oppose,
MARAD-2019-0093-10656,"Please find attached a petition signed by 15,674 members and activists of Friends of the Earth regarding the GulfLink Final EIS and asking the Maritime Administration to reject this dirty, climate-destroying project.",random,climate_emissions|air_quality|environmental_justice|marine_wildlife|fisheries|national_interest,oppose,"public_health, water_quality, environmental_review, NEPA_process"
